"kapitola";"věta";"rozsudek";"komentář"
"X";"Bůh nic neříkal.";"PONECHAT";"Krátká, mrazivá věta - ticho jako odpověď, silné a úsporné, nesahat."
"X";"Přiložila si lichoběžník čepele k místu s vystupujícími cévami na levém zápěstí.";"PONECHAT";"Napjaté, konkrétní gesto - klíčový moment, potvrzuje opakované foreshadowing levého zápěstí napříč knihou."
"X";"„Bože, je tohle opravdu konec? Prosím. Řekni něco.“";"PONECHAT";"Zoufalá, opakovaná modlitba, funguje jako gradace napětí."
"X";"Naposled jí Bůh odpověděl, když jí bylo šestnáct.";"PONECHAT";"Funkční, zavádí klíčovou vzpomínku."
"X";"V opilosti tak trochu podvedla svého prvního kluka.";"PONECHAT";"Funkční, konkrétní detail minulosti."
"X";"Nebyla dost zkušená, aby se s něčím takovým sama snadno vyrovnala.";"PONECHAT";"Funkční."
"X";"Tehdy se jednoho večera obrátila k Bohu a ptala se ho na to, co má dělat.";"PONECHAT";"Funkční, zavádí odpověď."
"X";"Bůh jí jen řekl, že je kurva.";"PONECHAT";"MRAZIVÁ, klíčová věta - odhaluje, že ""hlas Boha"" v její mysli je ve skutečnosti internalizovaný, krutý vnitřní hlas sebenenávisti. Vysvětluje, proč jí teď ""Bůh"" mlčí (možná proto, že už není schopná ho slyšet jako kritika, nebo protože sama sebe odsoudila natolik, že žádný další verdikt už nepotřebuje). Klíčové pro pochopení náboženského motivu v celé knize, nesahat."
"X";"Dívala se na ostří čepele u tepny.";"PONECHAT";"Napjaté gesto, drží scénu."
"X";"Ještě naposled promluvila k Bohu.";"PONECHAT";"Funkční přechod."
"X";"Pak už jen čekala na to, co se stane.";"PONECHAT";"Funkční, gradace napětí."
"X";"Nemohla uvěřit tomu, co se děje.";"PONECHAT";"Funkční, disociativní reakce."
"X";"„To opravdu dneska umřu? Prostě si proříznu tepnu a zítra budu už jen mrtvá. Takhle to má opravdu skončit?“";"PONECHAT";"Silná, nedůvěřivá vnitřní otázka, funguje jako vrchol napětí scény."
"X";"Neměla odvahu, ale nečekala na ni.";"PONECHAT";"Funkční, zavádí klíčové rozlišení."
"X";"Čekala na něco trochu jiného.";"PONECHAT";"Funkční, buduje napětí před klíčovým slovem."
"X";"Čekala na impulz.";"PONECHAT";"KLÍČOVÁ věta - přímé, titulní slovo knihy v kontextu rozhodnutí o životě a smrti, nejdůležitější tematický moment celé knihy, nesahat."
"X";"Impulz, který provede ten pohyb ruky, další impulz, který přitlačí, až to začne bolet.";"PONECHAT";"Rozvíjí titulní motiv konkrétně a fyzicky - impulz jako mechanický, vnější/vnitřní spouštěč činu, klíčové, nesahat."
"X";"„Teď to skončí?“";"PONECHAT";"Krátká, napjatá otázka."
"X";"Nikdy nezašla tak daleko, nevěděla, ve který moment má ten impulz přijít, ani jak vypadá.";"PONECHAT";"Funkční, pokračuje motiv impulzu."
"X";"Nemohla pochopit, jak člověk může jít vědomě proti pudu sebezáchovy.";"PONECHAT";"Filozoficky přesná úvaha, funguje."
"X";"Ten impulz musí přijít zevnitř, to přece nemůže být vědomé.";"PONECHAT";"Klíčová, uzavírající úvaha o povaze impulzu - musí přijít samovolně, ne z vůle, důležité pro pochopení titulu knihy, nesahat."
"X";"„Bože, prosím, lituju všeho, co jsem kdy udělala. Řekni mi, co mám dělat.“";"PONECHAT";"Funkční, poslední zoufalá modlitba před ústupem."
"X";"Vzpomněla si na otce.";"PONECHAT";"Funkční, zavádí banální, ale životodárnou vzpomínku."
"X";"Příští týden ho musí odvézt k zubaři.";"PONECHAT";"Banální, ale klíčová věta - triviální povinnost jako to, co ji nakonec zastaví, silná, tichá pointa (ne velké gesto, ale malá rutina zachraňuje život)."
"X";"Odložila nůž a dala se do pláče.";"PONECHAT";"Funkční, emoční uvolnění."
"X";"Byla na sebe naštvaná, že je tak slabá.";"PONECHAT";"Silná, sebekritická věta - i přežití vnímá jako selhání."
"X";"Znovu vzala nůž.";"PONECHAT";"Krátké, napjaté - stupňuje ambivalenci."
"X";"Dala ruku v pěst a v místě napjaté kůže pod palcem se lehce škrábla.";"PONECHAT";"Konkrétní, kompromisní gesto - menší sebepoškození místo plného pokusu."
"X";"Sebepoškozování je podobné porcování vepřového, prostě se jen řeže do prasete.";"PONECHAT";"Šokující, groteskní přirovnání sebe k jatečnému zvířeti - definitivně obrací zvířecí motiv na Kláru samotnou, klíčové, nesahat."
"X";"Strašně se bála nože.";"PONECHAT";"Funkční, ukazuje ambivalentní strach."
"X";"Raději ho úplně uklidila.";"PONECHAT";"Funkční, uzavírá scénu s nožem."
"X";"Na prstu se jí objevilo pár kapek krve.";"PONECHAT";"Konkrétní, funkční."
"X";"Byla na sebe pyšná, že si dokázala ublížit.";"PONECHAT";"Mrazivá, znepokojivá věta - pýcha ze sebepoškození, silná a nesahat."
"X";"Bylo to tedy dost slabé, ale věřila si, že to zvládne hlouběji.";"PONECHAT";"Funkční, ukazuje eskalační logiku."
"X";"Pak si vzpomněla na radu s gumičkami.";"PONECHAT";"KLÍČOVÁ věta - přímo odkazuje na Garnierovo klinické, bagatelizující vysvětlení z kap. III (""neškodná forma sebepoškozování""). Teď čtenář vidí, jak vypadá ""ta rada"" prožitá zevnitř - devastující kontrast k Garnierově chladné, odosobněné definici, nesahat."
"X";"V příborníku nahmatala krabičku nesourodých gumiček, takovou tu, kterou má každá hospodyně schovanou v některém z kuchyňských šuplíků.";"PONECHAT";"Konkrétní, banální detail - dobrý kontrast banality předmětu a vážnosti činu."
"X";"Nahrabala tři stejné a pak ještě jednu.";"PONECHAT";"Konkrétní, precizní detail přípravy."
"X";"Dala si je na předloktí, ruku nastavila tak, aby dlaň směřovala k podlaze.";"PONECHAT";"Funkční, přesný popis gesta."
"X";"Natáhla svazek gumiček, jak nejvíc jí to šlo, a pustila.";"PONECHAT";"Napjaté, konkrétní gesto."
"X";"Štíplo to víc, než čekala.";"PONECHAT";"Funkční, tělesná reakce."
"X";"Ještě to párkrát rychle za sebou zopakovala, dokud v ní přetrvával impulz.";"PONECHAT";"Opět klíčové slovo ""impulz"" - definitivně potvrzuje titulní motiv jako řídící sílu jejího jednání, nesahat."
"X";"S radostí a pýchou sledovala, jak jí čáry na ruce otékají a fialoví.";"PONECHAT";"Znepokojivá, ale upřímná radost z výsledku - silný, syrový detail."
"X";"Stigmata špíny.";"PONECHAT";"Silná, náboženská metafora - obrací posvátný pojem ""stigmata"" (Kristovy rány) na sebenenávist, mrazivé a poetické, nesahat."
"X";"Normální kůže je pro hodné holky, ne pro ni.";"PONECHAT";"Klíčová, tichá věta o vnitřní nehodnosti - silné shrnutí jejího sebeobrazu, nesahat."
"X";"Prsty si po ránách přejela.";"PONECHAT";"Funkční, tělesný detail."
"X";"Hrubé jako vrstevnice na mapě.";"PONECHAT";"Krásná, přesná poetická metafora (vystouplé jizvy jako vrstevnice na mapě) - přesně ten typ úsporné, věcné poetičnosti, o kterou usiluješ, nesahat."
"X";"Tehdy se cítila konečně celistvá a naplněná.";"PONECHAT";"Silná, znepokojivá věta - sebepoškození jako cesta k pocitu celistvosti, klíčové pro pochopení jejího psychického stavu."
"X";"Mohla jít už v klidu spát.";"PONECHAT";"Poslední věta kapitoly - klidný, téměř úlevný tón po tak vypjaté scéně, dobrý, tichý a znepokojivý závěr, nesahat."
"XI";"„Jako vždycky, Jakube,“ řekl seržant Kalousek a podal mu alkohol tester.";"PONECHAT";"Funkční úvod do zcela nové dějové linky (policie) - dobrý, nečekaný přechod od Kláry/Tomáše."
"XI";"„Ty mi nevěříš?“";"PONECHAT";"Funkční, zavádí motiv nedůvěry vůči Jakubovi."
"XI";"„Jsou to předpisy. A upřímně… chci mít jistotu,“ dodal seržant.";"PONECHAT";"Funkční, naznačuje Jakubovu minulost s alkoholem."
"XI";"Jakub Švarc to dál nekomentoval.";"PONECHAT";"Krátké, charakterizuje jeho stoický temperament."
"XI";"Vzal si oběma rukama přístroj a bez dalšího odkladu do něj foukl.";"PONECHAT";"Funkční, konkrétní."
"XI";"Tester se rozpípal.";"PONECHAT";"Krátké, funkční."
"XI";"„Tak co? Ukaž mi to.“";"PONECHAT";"Funkční."
"XI";"„Nula celá nula šest,“ řekl Jakub bez viditelných emocí.";"PONECHAT";"Funkční, ""bez viditelných emocí"" dobře charakterizuje jeho vyprahlost."
"XI";"„To nemyslíš vážně. Dýchni ještě jednou.“";"PONECHAT";"Funkční, ukazuje nedůvěru."
"XI";"Jakub neuposlechl a podal alkohol tester seržantovi.";"PONECHAT";"Funkční, gesto klidné jistoty."
"XI";"Ten se podíval na displej.";"PONECHAT";"Krátké, funkční."
"XI";"Svítilo na něm 0,00.";"PONECHAT";"Konkrétní, funkční pointa."
"XI";"Jakub Švarc se na svého šéfa usmál.";"PONECHAT";"Krátké gesto, dobrá tichá satisfakce."
"XI";"„Moc vtipné.“";"PONECHAT";"Krátké, funkční."
"XI";"„Můžu už jít na směnu? Už je to nějaká doba, co jsem nějakému hašišákovi pořádně zmaloval hubu. Děláme to ještě, nebo je to dnes moc nekorektní?“ zeptal se Jakub.";"PONECHAT";"Drsný, cynický humor - dobrá charakterizace ""staré školy"" policisty, funguje."
"XI";"„Nebyl jsi pryč ani rok, co čekáš, že by se mělo změnit?“";"PONECHAT";"Klíčové - ""nebyl jsi pryč ani rok"" - časová kotva odpovídající roku od nehody/smrti syna, důležitá pro chronologii."
"XI";"Jakubovi se zachmuřil výraz.";"PONECHAT";"Krátké gesto."
"XI";"„Já vím, ale mně to přijde jako padesát let. Když jsem před týdnem přišel škemrat o návrat, nikoho jsem tu nepoznal. Všechny staré páky jsou pryč, ale zato je tu spousta dětí v uniformách s pistolkami. Cítím se tu jak na kovbojském maškarním.“";"PONECHAT";"Dobrá, hovorová charakterizace jeho odcizení a stárnutí, silné přirovnání (""kovbojský maškarní"")."
"XI";"Seržant Kalousek nevěnoval Jakubovým bonmotům pozornost.";"PONECHAT";"Funkční."
"XI";"„Ještě si sedni. Promluvíme si,“ řekl a sám se posadil.";"PONECHAT";"Funkční, buduje napětí před vážným rozhovorem."
"XI";"„A o čem? Chci do terénu.“";"PONECHAT";"Funkční, ukazuje jeho neochotu k rozhovoru."
"XI";"„Sedni, je to rozkaz.“";"PONECHAT";"Krátké, funkční."
"XI";"„Tak přece se něco změnilo,“ podotkl Jakub, zatímco si došel pro židli do rohu místnosti a postavil ji před stůl.";"PONECHAT";"Funkční, ironická poznámka."
"XI";"Seržant chvíli mlčel, jako by zapomněl, co chtěl vlastně říct.";"PONECHAT";"Funkční, buduje napětí."
"XI";"Jakub se cítil víc znuděný než rozpačitý";"PONECHAT";"Funkční, charakterizace."
"XI";"věděl přesně, co se šéfovi honí hlavou.";"PONECHAT";"Funkční."
"XI";"Bylo by lepší, kdyby se na to vykašlal.";"PONECHAT";"Funkční, vnitřní myšlenka."
"XI";"Ani jeden o tuhle debatu nestojíme, pomyslel si.";"PONECHAT";"Funkční, dobrá empatická domněnka."
"XI";"„Tak jak se máš?“ řekl nakonec Kalousek.";"PONECHAT";"Odkaz na opakovanou, otravnou frázi z kap. III (""Jak se máte?"") - teď v jiném, mužském/policejním kontextu, dobrá stavební linka."
"XI";"„Děláš si ze mě prdel?“";"PONECHAT";"Ostrá, hovorová reakce na prázdnou frázi - přesně reaguje na to, co Tomáš v kap. III jen tiše nesnášel, tady je to řečeno nahlas."
"XI";"Kalousek odvrátil zrak a zatahal se za límec u košile.";"PONECHAT";"Konkrétní gesto nervozity."
"XI";"„Jsme rádi, že ses vrátil. Vždycky jsi byl skvělý policista a chlap. Ve sboru jsi dokonce taková naše lokální legenda.“";"PONECHAT";"Funkční, zavádí očekávané ""ale""."
"XI";"Jakub čekal na „ale“.";"PONECHAT";"Krátké, funkční, dobrá ironie odhalující strukturu rozhovoru."
"XI";"„… Ale.“";"PONECHAT";"Krátké, komicky předvídatelné, funguje."
"XI";"„Už jsme o tom mluvili. Myslel jsem, že jsme to uzavřeli, a doufal jsem, že to budeš respektovat,“ přerušil ho Jakub.";"PONECHAT";"Funkční, ukazuje jeho podráždění."
"XI";"„Já vím, ale chci se naposled zeptat, jestli se něco nezměnilo. Pochop mě, chci ti vyjít ve všem vstříc, ale taky zodpovídám za celý sbor a jeho práci. Nemůžu dopustit, aby se tady cokoliv stalo.“";"PONECHAT";"Funkční, ukazuje Kalouskovu opatrnou byrokratickou úzkost."
"XI";"„Co tím chceš říct? Co by se asi mělo stát? Bojíš se, že půjdu ožralej do služby a někoho třeba napadnu? Nebo že mi mrdne v hlavě a začnu na náměstí kolem sebe střílet?“";"PONECHAT";"Ostrá, vulgární konfrontace - Jakub sám pojmenovává obavy, které Kalousek neřekl nahlas, silné a funkční."
"XI";"Seržant se vzchopil.";"PONECHAT";"Krátké gesto."
"XI";"„Řekněme si to na rovinu. I když pomineme to, co se ti stalo, nebo to, že jsi měl problémy s pitím…“";"PONECHAT";"Funkční, opatrně naráží na tragédii."
"XI";"„Už nepiju.“";"PONECHAT";"Krátké, obranné, ironicky kontrastuje s testerem 0,06 z úvodu."
"XI";"„… že jsi měl problémy s pitím. Pak je tu ještě ten problém, že jsi starý.“";"PONECHAT";"Funkční, přímá věková diskriminace."
"XI";"Jakub nic neříkal.";"PONECHAT";"Krátké, silné mlčení."
"XI";"„Neříkám, že musíš hned do penze. Mohl bych ti najít nějaké místo v kanclu. Třeba na dispečinku nebo…“";"PONECHAT";"Funkční, nabídka degradace."
"XI";"„Nebo bych mohl dělat sekretářku. Mohl bych tu vařit kafe, psát na stroji hlášení a rovnou si vzít sukni. Co jiného taky s vychlastaným dědkem, co se mu oběsil kluk.“";"PONECHAT";"Klíčová, drtivá věta - poprvé explicitně zmiňuje Jakubovu tragédii (syn se oběsil) přímo jeho vlastními, sarkastickými, sebeponižujícími slovy. Silná charakterizace jeho bolesti skrze hořký humor, nesahat."
"XI";"„Jakube, takhle jsem to nemyslel.“";"PONECHAT";"Funkční, provinilá reakce."
"XI";"„Ser na to,“ řekl Jakub.";"PONECHAT";"Krátké, vulgární, uzavírá téma."
"XI";"Seržant Kalousek vstal a narovnal se.";"PONECHAT";"Funkční, přechod k praktickým věcem."
"XI";"„Rozumím, už o tom nebudeme mluvit. Potřeboval bych probrat ještě organizační záležitosti. Takže, jak jsme se domluvili. Nástupní den jsi měl oficiálně včera. Máš všechno?“";"PONECHAT";"Funkční, byrokratický přechod - dobrý kontrast po emočně vypjaté výměně."
"XI";"„Jo, včera jsem byl za tím blonďákem.“";"PONECHAT";"Funkční."
"XI";"„Jaromír,“ doplnil ho Kalousek.";"PONECHAT";"Odkaz na jméno Jaromír z kap. VI (Tomášův kolega) - buď náhodná shoda jmen, nebo jemná stavební linka napříč zdánlivě nesouvisejícími dějovými liniemi."
"XI";"„No, asi ten, to je jedno. Všechno jsem vyfasoval a šel jsem zase domů.“";"PONECHAT";"Funkční."
"XI";"„To bychom tedy měli. Na směnách jsme se domluvili, že budeš dělat osmičky a jen denní. Tedy včetně víkendů a svátků, ale bude to jen základní směna – čtyřicet hodin týdně.“";"PONECHAT";"Funkční, byrokratický detail, dodává věrohodnost."
"XI";"„Jasně.“";"PONECHAT";"Krátké, funkční."
"XI";"„A na první směně v terénu jsme se domluvili na středu, čtvrtek, nebo až na pondělí?“";"PONECHAT";"Funkční, důležité pro následnou časovou linku vyšetřování."
"XI";"„Na dnešek,“ řekl Jakub a protáhl si záda.";"PONECHAT";"Funkční."
"XI";"„Už je vlastně čtvrtek. Nějak to přestávám vnímat.“";"PONECHAT";"Klíčová věta - potvrzuje, že je čtvrtek, důležité pro časovou osu Klářina úmrtí (zemřela ve středu v noci, viz odst. 109)."
"XI";"„No nic, poslední věc. Máme tu nového kluka, co chce na kriminálku. Momentálně dělá hlídkaře, je tam asi tři měsíce. Zatím jsme s ním neměli žádný průser, ale nevím. Ještě nevím, co si o něm mám myslet,“ řekl nejistě Kalousek a pak dodal: „Nechci ho hned dávat na kriminálku, nevím, jestli se na to hodí. Po tobě chci, abys s ním nějakou dobu jezdil na hlídky, trochu ho zaučil a pak mi dal report, jestli se hodí ke kriminálce.“";"PONECHAT";"Funkční, zavádí nového parťáka - důležité pro pozdější, mrazivé odhalení jeho jména."
"XI";"„Dej mi tři měsíce a buď se tam bude hodit, nebo uteče od policie.“";"PONECHAT";"Funkční, charakterizace Jakubovy přímočarosti."
"XI";"„Něco takového jsem čekal, že řekneš. Dobře, domluveno. Kluk na tebe čeká dole. Nějaké dotazy?“";"PONECHAT";"Funkční."
"XI";"Švarc se přihlásil.";"PONECHAT";"Krátké, funkční."
"XI";"„Prosím,“ vyzval ho Kalousek.";"PONECHAT";"Krátké, funkční."
"XI";"„Jak se jmenuje?“";"PONECHAT";"Funkční, zavádí klíčové odhalení jména."
"XI";"Seržant Kalousek otevřel ústa, ale nepromluvil hned.";"PONECHAT";"Znepokojivé zaváhání - naznačuje, že ví, jak jméno zabolí, dobrá předzvěst."
"XI";"„Jmenuje se Dostál.“";"PONECHAT";"Funkční."
"XI";"„A křestním?“";"PONECHAT";"Funkční, gradace napětí."
"XI";"„Je to Martin. Martin Dostál.“";"PONECHAT";"MRAZIVÁ, klíčová věta - jméno nového parťáka je shodné s Jakubovým zemřelým synem (a zároveň i s Tomášovým kolegou Martinem z kap. II/IV/IX, který také spáchal sebevraždu oběšením). Nejsilnější, nejtemnější detail celé kapitoly, nesahat ani slovo."
"XI";"Jakub Švarc sloužil u policie přes třicet let.";"PONECHAT";"Funkční, zavádí biografický odstavec."
"XI";"První mrtvé tělo viděl v devatenácti jako rotný u Veřejné bezpečnosti, když mladému páru z činžáku na Pardubicku začala prosakovat voda skrz strop a z bytu nad nimi se linul hnilobný zápach.";"PONECHAT";"Konkrétní, historicky zakotvený detail (Veřejná bezpečnost = socialistická policie), dobré ukotvení jeho dlouhé kariéry."
"XI";"Zamčené dveře museli vyrazit.";"PONECHAT";"Funkční, předjímá pozdější scénu vyrážení dveří u Kláry - dobrá stavební linka."
"XI";"V posteli ležela paní Novotná; bylo by jí 78, ale zemřela už v 76.";"PONECHAT";"Konkrétní, funkční."
"XI";"Šlo o bizarní anatomický úkaz, jako by mrtvou tetku nakreslil Salvador Dalí.";"PONECHAT";"Silné, originální přirovnání (surrealistický rozklad těla), dobrý černý humor, nesahat."
"XI";"Obličej se zvedal obludně vysoko, přestože jeho okraje prosákly skrz matraci až na podlahu, a hrudník byl nepřirozeně propadlý skrz žebra jako eidam skrz rošty mastného grilu.";"PONECHAT";"Groteskní, hyperrealistický obraz rozkladu - drastický, ale funkční, přesně v tónu hororové groteskní estetiky knihy."
"XI";"Policista stojící nejblíže prohlásil: „Dejte vařit vodu, uděláme si z báby černej čaj. Mladej vypadá, že mu je blbě.“";"PONECHAT";"Šokující černý humor jako obranný mechanismus policistů - důležitá charakterizace profesní otupělosti, funguje jako předzvěst Jakubovy vlastní pozdější podobné poznámky u Klářina těla."
"XI";"Jakub se ten večer podruhé v životě opil do bezvědomí a z popíjení si pak udělal nenápadnou celoživotní rutinu.";"PONECHAT";"Funkční, zavádí jeho alkoholismus."
"XI";"Dvě tři piva, jeden, dva, tři, čtyři panáky – samozřejmá denní norma, která nikdy neohrozila službu";"PONECHAT";"Konkrétní, věrohodný detail dlouhodobého alkoholismu."
"XI";"na šichtě nasával všechno to svinstvo jako houba a držel to v sobě až do hospody třetí cenové.";"PONECHAT";"Silná metafora (""nasával jako houba""), dobrá charakterizace jeho emoční potlačenosti."
"XI";"K tomu měl ještě jednu pro policii přínosnou vlastnost, získanou výchovou a umocněnou vojnou: naprostou poslušnost.";"PONECHAT";"Funkční, dodává historicko-sociální kontext jeho generace."
"XI";"Rozkaz byl rozkaz a kariéra strmě stoupala.";"PONECHAT";"Funkční."
"XI";"Daň platil doma.";"PONECHAT";"Krátká, silná pointa - cena kariérního úspěchu, dobrý přechod k rodinné tragédii."
"XI";"Po smrti syna Martina nezbyl jemu ani jeho ženě Markétě nikdo, o koho by se opřeli";"PONECHAT";"Klíčová věta - potvrzuje jméno mrtvého syna (Martin) definitivně, kontext pro mrazivou pointu s novým parťákem."
"XI";"vzájemně se nenáviděli a obviňovali z jeho smrti – on v řídkých chvílích střízlivosti, ona ve svých příčetnějších obdobích.";"PONECHAT";"Silná, symetrická věta o vzájemném obviňování - dobrá paralela k Tomáš/Klára dynamice napříč celou knihou (oba páry ničí vzájemná vina po tragédii), nesahat."
"XI";"…";"PONECHAT";"Typografický scénický předěl."
"XI";"„Kde jste ji viděla naposled?“";"PONECHAT";"Funkční, zahajuje vyšetřovací scénu."
"XI";"„Ve středu, normálně ve škole.“";"PONECHAT";"Klíčová věta - potvrzuje časovou osu (naposledy viděna ve středu)."
"XI";"„Ve škole? Neříkala jste, že jí je devětadvacet?“ zeptal se Jakub Švarc paní Petrželkové.";"PONECHAT";"Funkční."
"XI";"„Možná už třicet, nejsem si jistá. Je to moje kolegyně, také učitelka.“";"PONECHAT";"Funkční, potvrzuje Klářino povolání."
"XI";"„Rozumím.“";"PONECHAT";"Krátké, funkční."
"XI";"„Kontaktovali jste ji, nebo někdo jiný z učitelského sboru?“";"PONECHAT";"Funkční."
"XI";"„Samozřejmě,“ odpověděla Petrželková.";"PONECHAT";"Funkční."
"XI";"„Ve čtvrtek jsme se jí zkoušeli dovolat. Nebrala to.“";"OVĚŘIT";"Časová nesrovnalost - o dva odstavce výše bylo řečeno, že šlo o středu, teď ""ve čtvrtek"" - buď záměrně matoucí svědecká výpověď (charakterizace zmatené paní Petrželkové), nebo nekonzistence k opravě. Vzhledem k dalším zmatkům v její výpovědi (odst. 61-63) jde pravděpodobně o záměr."
"XI";"„A vám to nepřišlo divné? Co jste dělali potom?“";"PONECHAT";"Funkční."
"XI";"„S ředitelem jsme jeli k ní domů.“";"PONECHAT";"Funkční."
"XI";"„Kdy?“";"PONECHAT";"Krátké, funkční."
"XI";"„Před chvílí. Hned potom jsme jeli sem. Nikdo neotevíral a už nám to přišlo divné.“";"PONECHAT";"Funkční."
"XI";"Švarcovi se sevřel žaludek.";"PONECHAT";"Krátké, tělesná reakce - profesionální předtucha, funguje."
"XI";"„Divné to samozřejmě je. Proč jste nezavolala policii okamžitě?“";"PONECHAT";"Funkční, frustrace z opožděné reakce."
"XI";"„Nevěděla jsem, že můžu. Mysleli jsme, že policie může vyhlásit pátrání až po osmačtyřiceti hodinách od zmizení. A navíc jsme si mysleli, že je jí jen špatně.“";"PONECHAT";"Funkční, věrohodný lidový mýtus (48 hodin), dobrá charakterizace laické neznalosti."
"XI";"Ježíši Kriste, tohle nedopadne dobře, pomyslel si Jakub.";"PONECHAT";"Silná, tichá věta - jeho profesní instinkt už tuší nejhorší, funguje jako narůstající napětí."
"XI";"„Čtyřicet osm hodin? Kde jste na to proboha přišla? To je jedno. Měla jste nám zavolat neprodleně.“";"PONECHAT";"Funkční, frustrovaná reakce."
"XI";"Petrželková se začala třást a něco koktat.";"PONECHAT";"Funkční, tělesná reakce na stres."
"XI";"Jakub si uvědomil, že začal zbytečně panikařit; stačilo, že už před ním seděla vyděšená žena.";"PONECHAT";"Silná, sebereflexivní věta - ukazuje jeho profesionalitu i přes vlastní úzkost."
"XI";"Sám se musel uklidnit.";"PONECHAT";"Krátké, funkční."
"XI";"„To nic, nic se neděje. Všechno v klidu projdeme a pak k ní zajedeme.“";"PONECHAT";"Funkční, uklidňující tón."
"XI";"Obrátil se ke dveřím.";"PONECHAT";"Krátké gesto."
"XI";"„Moniko, přineste mi sklenici vody. A vy si dáte něco?“";"PONECHAT";"Funkční, zavádí komickou odbočku o čaji."
"XI";"„Mátový čaj, prosím,“ řekla paní Petrželková.";"PONECHAT";"Funkční."
"XI";"„Moniko, ještě mátový čaj prosím.“";"PONECHAT";"Funkční."
"XI";"„Mátový nemáme.“";"PONECHAT";"Krátké, funkční, zavádí komickou vsuvku uprostřed napětí."
"XI";"„Tak lipový, prosím.“";"PONECHAT";"Funkční."
"XI";"„Ten taky nemáme. Mohla bych vám nabídnout černý, bylinkový, s lesními plody…“";"PONECHAT";"Absurdní, protahovaná byrokratická scéna - dobrá komická úleva před tragickým rozuzlením, funguje jako kontrastní tempo."
"XI";"„Moniko, prosím vás,“ přerušil ji Švarc.";"PONECHAT";"Funkční, jeho netrpělivost."
"XI";"„Nejsme kavárna. Prostě přineste tu vodu a nějaký čaj!“";"PONECHAT";"Funkční, frustrovaná replika."
"XI";"Otočil se zpět k ženě.";"PONECHAT";"Krátké gesto, návrat k vážnému tématu."
"XI";"„Vy mi zatím všechno popořadě zopakujte. Říkala jste Petrželková?“";"PONECHAT";"Funkční, restart výslechu."
"XI";"„To je moje jméno.“";"PONECHAT";"Krátké, funkční."
"XI";"„Pardon. Jak se tedy jmenuje pohřešovaná?“";"PONECHAT";"Funkční."
"XI";"„Klára Vondrušková.“";"PONECHAT";"KLÍČOVÁ věta - definitivní potvrzení, o koho jde, čtenář si spojí souvislosti s celou předchozí knihou, silný moment poznání."
"XI";"„Věk?“";"PONECHAT";"Krátké, funkční."
"XI";"„Třicet, devětadvacet, možná jednatřicet…“";"PONECHAT";"Funkční, dobrá charakterizace nejisté svědkyně."
"XI";"„Takže kolem třiceti.“";"PONECHAT";"Krátké, funkční."
"XI";"Švarc si udělal poznámku do formuláře.";"PONECHAT";"Krátké gesto, dobrý rytmus úředního postupu."
"XI";"„Kdy jste ji začali pohřešovat?“";"PONECHAT";"Funkční."
"XI";"„Včera, kolem osmé ráno, když nepřišla do školy.“";"PONECHAT";"Funkční, další časový bod."
"XI";"„A pak jste se jí zkoušeli dovolat. Když to nebrala, tak jste za ní vyrazili?“";"PONECHAT";"Funkční, rekapitulace."
"XI";"„Ano, ale jeli jsme za ní až dnes. A potom hned sem.“";"PONECHAT";"Funkční."
"XI";"Jakub Švarc se podíval na hodiny.";"PONECHAT";"Krátké gesto."
"XI";"Bylo půl sedmé večer.";"PONECHAT";"Funkční, konkrétní čas."
"XI";"„Až dnes? To jste ji celý včerejšek nehledali?“";"PONECHAT";"Funkční, frustrace nad zpožděním."
"XI";"„Vždyť jsme za ní s ředitelem dnes jeli.“";"PONECHAT";"Funkční."
"XI";"„Je půl sedmé večer,“ zopakoval Švarc nevěřícně.";"PONECHAT";"Funkční, opakuje pro důraz."
"XI";"„No… měli jsme toho hodně, jsou maturity… Mysleli jsme, že je jí jen špatně. Nějak nás to nenapadlo.“";"PONECHAT";"Funkční, mrazivě banální omluva za zpoždění, které stálo drahocenný čas."
"XI";"Jakub Švarc si slyšitelně povzdechl.";"PONECHAT";"Krátké gesto frustrace."
"XI";"„Myslíte, že by mohla být nebezpečná sama sobě?“";"PONECHAT";"Funkční, klíčová otázka."
"XI";"Do místnosti vešla Monika a na stůl položila tác s čajem a karafou vody.";"PONECHAT";"Funkční přechod."
"XI";"„To je černý čaj?“ zeptala se paní Petrželková.";"PONECHAT";"Absurdní, banální otázka uprostřed vážného vyšetřování - dobrý černý humor kontrastu."
"XI";"„Ten já teď nemůžu pít, večer bych vůbec nespala. Mám nové prášky na srdce a mám co dělat, abych před dvanáctou zabrala. Opravdu tam nemáte lipový?“";"PONECHAT";"Groteskně detailní, nepodstatná odbočka - výborně charakterizuje otupělost/banalitu reagující na blížící se tragédii, nesahat, funguje přesně díky své nepatřičnosti."
"XI";"„Myslíte, že by si mohla něco udělat?“ zopakoval Švarc důrazněji.";"PONECHAT";"Funkční, znovu klade klíčovou otázku."
"XI";"„Klára?“";"PONECHAT";"Krátké, zavádí odpověď."
"XI";"„Ano,“ přikývl.";"PONECHAT";"Krátké, funkční."
"XI";"„Proboha, snad ne. Tak mladá, vždyť měla všechno před sebou.“";"PONECHAT";"Funkční, konvenční, ale upřímná reakce."
"XI";"„Neměla nějaké problémy? Nestalo se jí v poslední době něco?“";"PONECHAT";"Funkční."
